而且都1100刀了，,neutral
扔进去个EVF也不算过分吧。,neutral
尼康也没差哪去。,neutral
富士是抱着复古，,neutral
不能说明它设计有多好。,negative
富士的卡片，,neutral
也是丑的要死。,neutral
尼康工业设计还行，,positive
东西至少耐看。,neutral
比如V1，,neutral
刚看觉得丑的要死。,neutral
看多了，,neutral
还很顺眼。,neutral
索尼奶3、5系，,neutral
怎么看，,neutral
看多久，,neutral
就觉得丑。,neutral
还有，,neutral
尼康的产品，,neutral
拿在手里看，,neutral
比看照片帅一点，,neutral
最明显的例子就是D4。,neutral
RX1入手两个多月，,neutral
自认为对它已经有了一定的了解。,neutral
先说一下我认为的缺点，,neutral
希望有索尼公司的人路过，,neutral
反映给设计部门，,neutral
作为参考。,neutral
1、电池太渣。,negative
我两块电池（一块原电，一块品胜），,neutral
在北方零下十几度的气温下，,neutral
轮换着用，,neutral
直到电量用尽开不了机，,neutral
不到两个小时。,neutral
错失很多想拍的镜头，,neutral
差点儿让我崩溃。,neutral
（因为我用过佳能的5d，60d，,neutral
它们的LP-E6电池，,neutral
这种气温下一块原装电池随便用个3、4天没问题。,neutral
我买了移动电源，,neutral
但是外挂电源毕竟影会影响RX1的便携性。,negative
2、对焦慢。,negative
这个很多人都在说，,neutral
我基本上能接受，,neutral
这个和对焦方式及镜头的重量都有关系。,neutral
就是对焦前先来回抽一下让人蛋疼。,negative
既然收购了奥巴，,neutral
借鉴一下奥巴的对焦技术应该也有可能。,neutral
也许不久的将来可以通过固件就能升级。,neutral
3、持握感。,neutral
有手柄据更好了，,neutral
可以顺势把电池做大。,neutral
4、机械快门线接口。,neutral
我是从凤凰303，,neutral
海鸥4b入的门，,neutral
机械快门线因为是机械传动，,neutral
稳定性照电子快门线和遥控器差的多，,negative
想想一条钢丝插在快门按钮上晃来晃去，,neutral
我就想说，,neutral
为了复古，,neutral
就全部照搬，,neutral
不知道设计师到底怎么想的。,neutral
还有那个富士x100，,neutral
也是如此的设计。,negative
5、还有一条，,neutral
对我来说是缺点，,neutral
但对别人也许是优点。,neutral
就是我觉得把闪光灯的位置如果让给取景器更好。,neutral
因为我觉得闪光灯离镜 ...,neutral
——为了能让骚尼能引起重视，,neutral
争取每天把影友对RX1这个意见顶起来，,neutral
啥时骚尼把这些不足改正、改进了这些不足，,neutral
就下手，,neutral
不再玩任何其它品牌机子了！,neutral
我等……,neutral
刚入手D600，,neutral
新机开封0快门OK，,positive
不过感觉快门很涩，,negative
感觉没有以前用的D90清脆，,neutral
单次快门有很明显的两声。,neutral
快门打到250尽然有重影，,negative
也不新手，,neutral
奇了怪了。,neutral
后来打到CH档，,neutral
按住快门时，,neutral
并不连续，,neutral
中间会有停顿。,neutral
感觉很不畅，,neutral
像有东西卡一样。,neutral
后来我调节快门至1000，,neutral
CH打到5fps，,neutral
就连续打机关枪，,neutral
快门大概打了200次左右。,neutral
快门声音变清脆多了。,positive
单次快门没有之前明显的两声了，,neutral
真头大！,neutral
再看新拍的照片也没有之前的重影了。,neutral
我这算不算传说中的快门事件？,neutral
还是个例外？,neutral
请问各位前辈学长们，,neutral
有没有遇到相同问题？,neutral
盼分解！,neutral
"真心觉得,",neutral
"D600质量还不如以前的D90,",negative
要不是看在全副的面子上...,neutral
泪牛满面~,neutral
最近看到论坛上很多摄友对于索尼的A58嗤之以鼻，,neutral
挑很多毛病。,neutral
看到了非常多，,neutral
其实我想发表一下自己的看法。,neutral
其实我不否认，,neutral
一开始这款机子公布以后我也很失望，,neutral
期待是因为感觉终于有一部索尼新的CMOS传感器来代替原来的1620万的“神之传感器”了。,neutral
像素提升了400万，,positive
而且高感的效果并没有下降，,positive
从目前的样片来看，,neutral
感觉高感效果和宽容度不亚于原来的A57。,positive
感觉高感效果和宽容度不亚于原来的A57。,positive
论坛上的大多朋友之所以很反感这部机器，,neutral
主要的原因其实不外乎三个：,neutral
1，和“5”开头的机器甚至“3”开头的机器都不相符的塑料卡口。,negative
2，在佳能的屏幕像素升至102万、自家的卡片机RX100都升至123万像素的时候，,neutral
A58的LCD屏幕不升反降，,positive
变成了与A37相同的46万像素。,neutral
3，完全没有发挥半透镜优势的对焦6张/秒的连拍速度。,negative
对于画质这方面，,neutral
我也没资格说A58一定好于A57，,neutral
但是就目前来看，,neutral
599美元的18-55 Ⅱ套机无疑是最有利的竞争资本。,neutral
而且就目前的资料来看，,neutral
A58就是A37的替代品，,neutral
因为A57并没有停产，,neutral
这两者的定位从参数上就能看得非常清楚。,neutral
在这个价位下，,neutral
你还能奢望什么呢。,neutral
3000+的单反/单电相机，,neutral
说句实话，,neutral
不算贵。,neutral
一切的性能都是从价位上直接反映出来的，,neutral
如果我发一个帖子说“我想要一个镁合金机身，,neutral
全画幅，,neutral
2400万像素，,neutral
各种功能齐全、,neutral
并且够我用2年不过时的相机，,neutral
但我只有5000块钱，,neutral
求推荐。”,neutral
这种帖子一定不乏楼主傻X、做梦去吧、自己造一台之类的回复吧~,neutral
原因很简单，,neutral
因为我付出的钱和我拿到的东西不是等价的，,neutral
同样的道理，,neutral
把A58的卡口换成金属，,neutral
用上A57的快门、把连拍速度提上去，,neutral
再换成92万的主流LCD，,neutral
（也就是一个升级了传感器的A57）,neutral
你说请把它配上一个18-55Ⅱ镜头以599美金的价格卖给我，,neutral
朋友们，,neutral
厂家不是傻子。,neutral
当然，,neutral
对器材的追求永远是摄影者不变的话题，,neutral
谁都希望以最低的价格拿到最好的东西。,neutral
但是，,neutral
毕竟成本在那摆着。,neutral
希望大家把眼光转向技术层面，,neutral
一个能用一台入门级拍出好作品的人，,neutral
给他更好的机器只会让他的创作更加得心应手。,neutral
而一味追求器材，,neutral
其实是忽略了摄影的本质。,neutral
还希望论坛里的朋友多把目光转向技术层面。,neutral
最后声明一下，,neutral
本人并不是什么索黑或者索粉，,neutral
我只是一个理性购买器材的摄影爱好者，,neutral
手头的器材是A77，,neutral
NEX6，,neutral
尼康FM2，,neutral
海鸥4B以及宝丽来Model100。,neutral
我选择的只是好用、耐用的器材，,neutral
和品牌关系不大。,neutral
发这个帖子也并不是顶索尼，,neutral
而是希望论坛里的朋友们对新发布而又没有达到自己预想的机器抱一个端正的态度。,neutral
最后希望大家一如既往的多出好片~,neutral
参看了一下epl5，,neutral
发现各方面都不错，,neutral
合眼缘，,neutral
性能貌似也不弱,positive
希望松下跟进，,neutral
尺寸能更小就最好了，,neutral
要USB充电！,neutral
搭个14饼揣口袋，,neutral
圆满。,neutral
我开始也是在这两里选，,neutral
EPL5没有EVE，,negative
这个我很看重，,neutral
因为在阳光下不带EVE很痛苦，,neutral
而且上个长焦，,neutral
用头顶着，,neutral
稳定性好很多，,neutral
一查EM5那种EVE是1900元，,neutral
再看一屏，,neutral
EM5也强出不少，,positive
EPL5单机3000左右，,neutral
加上屏和EVE的因素，,neutral
这时3000+2000=5000元了，,neutral
EM5大概6200元，,neutral
这1200元就是全属机身，,neutral
5轴了防抖，,neutral
机身做工，,neutral
操做感什么的。,neutral
想了想，,neutral
对自己好点吧，,neutral
上EM5吧，,neutral
要是上了EPL5，,neutral
肯定还是想着EM5,neutral
下月EP5发布，,neutral
带EVE，,neutral
价格估计在这两之间，,neutral
要不等一等。,neutral
其实松下G5除了画质外，,negative
各方面我都很满意，,neutral
EVE，,neutral
内闪，,neutral
翻转屏，,neutral
静音快门，,neutral
握感很好，,neutral
奥巴的机器握感都不好,negative
em5比epl5的优点是防抖极强，,positive
防滴溅，,positive
缺点是体积略大，,negative
重量重不少,negative
（但实际外观也很小巧），,positive
价格贵不少。,negative
epl5优势是更加轻便，,neutral
外形比较时尚，,positive
也便宜不少。,neutral
资金充足尽量买em5,neutral
前段时间我刚在TB上入了17-50（港行），,neutral
还不错！,neutral
成像锐利，,positive
就是色彩比较淡，,negative
有点呆板，,neutral
没有宾得的鲜锐感。,positive
但总体来说还是不错的，,neutral
对焦比sdm快，,positive
做工也不错，,positive
比不了饼干，,neutral
但不比18-135差。,neutral
由于适马和宾得和sony有协议所以少了os，,neutral
这个比较遗憾！,neutral
今年还打算入8-16和70-200，,neutral
穷人买不起原厂啊，,neutral
换门伤不起，,neutral
也舍不得饼干，,neutral
小地方更伤不起sdm。,neutral
所以我觉得适马是不错的选择！,neutral
注意17-50行程比较短，,neutral
17端容易近距跑焦,neutral
G5吧，,neutral
目前单机3700，,neutral
套机5000左右。,neutral
对焦速度很快、,positive
液晶屏可以全角度旋转，,positive
高感也不比EPL5/EM5差，,positive
多EPL5还多个EVF。,neutral
如果喜欢奥巴可以考虑EPL5，,neutral
除了屏只能上翻170度，,neutral
不过自拍应该够，,neutral
高感也不错，,positive
只是控制和手感恐怕没有G5这么舒服。,negative
只是控制和手感恐怕没有G5这么舒服。,negative
PS：色彩的话，,negative
其实现在新出的G5和GH3都不差，,neutral
跟奥巴比各有千秋。,neutral
据说松下对焦比奥巴快点，,positive
不过奥巴也非常快了，,neutral
可以忽略,neutral
gx1比g3新一点，,neutral
当时宣传对焦更快，,positive
不过也是微小的差距，,neutral
gf系列的画质一般。,negative
成像epl5最新最好，,positive
价格也最高，,negative
建议还是买epl5,neutral
试用了一下5D2，,neutral
效果很出乎我的意料。,positive
之前，,neutral
"只用过40D,",neutral
没有用过全幅。,neutral
同样的镜头，,neutral
5D2出片，,positive
细腻、清晰、层次丰富，,neutral
是比40D好太多了。,neutral
奇怪，,neutral
原图自己电脑上看很清楚，,neutral
怎么压缩后传到无忌上这么不清楚了？,neutral
郁闷。,neutral
"先吐槽一下,",neutral
"650d的对焦,",negative
"是在是太烂了,",neutral
"大部分都不清楚(我用的快速对焦模式),",neutral
"唉,早知道就买7d了.",neutral
"对焦烂也就算了,",negative
"画面也惨不忍睹,",negative
"雾蒙蒙的,",neutral
"用dpp也调不好(我用7d也用了3年多了,dpp操作还是比较熟悉的.)",neutral
1.镜头都是15-85.,neutral
"2.7d阳光下拍出来很正常,",positive
"650d拍出来白蒙蒙的,",negative
"都是av模式,iso100,局部测光, 顺光拍摄, 快速对焦.",neutral
"哪个大哥大姐给支点招啊,",neutral
"是不是机子和镜头有问题啊,",neutral
还是650d和7d拍摄的设置要不一样一点啊???,neutral
就是给RX1提意见，您可以不必进来浪费时间,neutral
1.机械快门线的确蛋疼。,negative
2.电池还行吧，,positive
不过我没有去过高寒地区,neutral
3.jpg直出太差了，,negative
色彩太假、,negative
锐度偏低，,negative
比富士差一大截,neutral
索尼的电子技术确实不高不深，,negative
它相机里电池自行放电由来已久，,negative
这么小的电子问题都长久没解决，,neutral
说明他的电子设计和技术较低端。,negative
说明他的电子设计和技术较低端。,negative
rx1最大的问题是为小体积而小体积，,negative
主要目标是广大娇小女士，,neutral
在三八妇女节来临之际，,neutral
我们还是要投索尼一票。,neutral
关键是没有了手柄没有了眼平取景器，,neutral
让那些用rx1的女士双臂平伸端着手感很差的500克重物显得那么滑稽可笑。,negative
男士的大手更是局促了。,neutral
问题是体积也没见小啊，,negative
镜头突出很多。,negative
所以索尼设计理念上不高明，,negative
甚至可以说很差。,neutral
昨天买了“黑卡”RX100，,neutral
比LX3好用许多。,neutral
随意试机，,neutral
使用A档，,neutral
色彩标准模式，,neutral
尽管还没搞定操作细节，,neutral
但感觉操控性、,positive
成像质量，,positive
远超松下LX3。,neutral
不过手感一般，,negative
正面太滑，,negative
易摔落，,neutral
一定要带上腕带。,neutral
感觉极其完美，,neutral
索尼不该犯低级错误。,neutral
说来惭愧，,neutral
K-01到手时间不短，,neutral
不过用的次数却很少。,neutral
天冷是一方面，,neutral
当然主要还是因为人犯懒了。。。,neutral
K-01应该说是一台很有看点的相机。,neutral
刚发布的时候这个外观可以说没少招口水。,positive
大名鼎鼎的Marc Newson倾情奉献。,neutral
不过摄影爱好者似乎并不怎么买著名设计师的账。,neutral
再看后来出现的哈苏Lunar，,neutral
显然摄影爱好者心中有自己对相机的固定理解，,neutral
违背这种理解的就会被认作是“异类”。,neutral
简单来说，,neutral
也就是“相机就该有相机的样子”。,neutral
言归正传。,neutral
其实K-01的设计并没有那么糟糕。,neutral
看久了之后甚至还会觉得挺可爱的。,neutral
圆润的按钮其实手感很不错。,positive
如果不是太重的话，,neutral
K-01算得上一部很耐玩的相机。,neutral
当然，,neutral
这种更偏向“玩物”，,neutral
而非功能性的特点，,neutral
也是很多爱好者喷它的理由之一。,neutral
回到摄影话题上。,neutral
K-01最大的特点应该是完全移植了单反的K卡口。,neutral
这在无反相机中是独树一帜的。,neutral
即使最依赖单反系统的佳能，,neutral
也为EOS M设计了全新的卡口。,neutral
采用单反卡口，,neutral
表面上看拥有完全支持单反镜头的优势，,positive
但实际上付出的却是体积——无法相机最重要的优势——的代价。,negative
不过，,neutral
其实我并不是“极致便携”的追随者。,neutral
我始终认为相机是需要有一定体积和重量的，,neutral
因为相机一定要能让人“端稳”。,neutral
太小太轻的相机很难端稳，,neutral
加上重心位置的问题，,neutral
其实相机比镜头稍重一些用起来会更趁手。,neutral
K-01的体积握起来手感还是不错的，,positive
份量也不轻，,positive
拿在手里很有一种厚实感。,neutral
为了匹配K卡口，,neutral
K-01基本是“毫无意义”地增加了法兰距。,neutral
在这一段空间中，,neutral
宾得做了很多消光措施，,neutral
包括在表面铺了吸光材料，,neutral
并做出了锯齿等，,neutral
这些措施都是为了尽量减少内部反光造成的杂光。,neutral
操控方面，,neutral
K-01是走简化的路子。,neutral
相机设计的问题之一，,neutral
就是必须考虑拍摄者的操控需要。,neutral
像E-M5那样强调操控的机器，,neutral
哪里需要拨轮，,neutral
哪里需要按钮都首先要考虑使用上的需要。,neutral
在这方面可以说Marc是相对负担比较小的。,neutral
较简单的操控要求，,positive
较大的相机体积，,positive
都让他有充足的空间去发挥自己的设计。,neutral
本人已经入手D90啦（18-105VR套机），,neutral
通过这个帖子，,neutral
加上几天以来的思考，,neutral
个人感觉收获良多。,neutral
以下是我入手D90后的试机体验以及通过这次购机获得的几点感受：,neutral
一、D90用机体验,neutral
1、手感比预想的要好，,positive
没有所说工程塑料的玩具感那么夸张，,neutral
还是挺厚实的，,neutral
只是开电池舱盖和sd卡舱盖的时候能明显感觉到塑料的做工，,negative
特别是电池舱盖，,negative
有点薄。,neutral
看来尼康金属骨架＋工程塑料的做工还过得去（本人只用过5d和d300，手感是与这两部机来对比的）,neutral
2、买的时候知道比40d机身小一圈，,neutral
但整个套机拿在手里也没有向别人说的那样小，,neutral
可能机身比较厚的缘故吧。,neutral
不过与40d相比d90的机身确实短了一些（从左到右方向），,negative
直接导致了握镜头的左手与抓手柄的右手在对焦操作时“打架”，,neutral
呵呵，,neutral
手柄突出部分和镜头对焦环之间的空间挤了点。,negative
3、机身背后按键设置与大拇指操作配合得不错，,positive
原来一直担心由于机身比较短会给大拇指操作空间带来影响，,positive
看来担心是多余的（本人171cm，手掌大小中等）,neutral
4、快门声确实像玩家说过的那样，,positive
比较清脆（与D300相近，但没有5D那么浑厚），,neutral
这个嘛，,neutral
萝卜白菜，,neutral
各有所爱，,neutral
看买家自己的喜好啦。,neutral
5、肩屏显示的信息很多，,negative
受限机身大小，,neutral
显示起来有点挤，,neutral
但还可以接受，,neutral
这个价位嘛。,neutral
罗罗嗦嗦说了那么多，,neutral
各位看官可能都累了，,neutral
希望有意入手的兄弟用得上。,neutral
我买D80的时候也只有1万的预算，,neutral
而且那个时候D80的价格还比较高，,neutral
机身7200，,neutral
只配了1个镜头18-35mm F3.5-4.5银广角。,neutral
因为当时主要事为了出去旅游配的。,neutral
后来为了参加一些外拍活动，,neutral
拍PLMM又陆续添置了50mm、85mm、135mm、180mm焦段的定焦镜头和一个28-70mm变焦镜头。,neutral
个人的实际感受是，,neutral
镜头陆续添置，,neutral
没有必要一步到位，,neutral
既可以享受更换镜头的乐趣，,neutral
也可以在不断的使用中慢慢的明白自己到底喜欢拍什么，,neutral
拍什么类型的比较多，这样有针对性的购买镜头是比较理想的。,neutral
对于一万元步入尼康单反这个大门的朋友，,neutral
机身建议考虑D80，,neutral
因为它的功能很不错，,positive
价格相对D200要便宜3K，,positive
而且配件也要便宜一些，,positive
比如储存卡D80用的SD卡4G的价格是310元，,neutral
D200使用的CF卡4G的至少要600多，,neutral
并且使用SD卡储存的数码设备也有很多，,neutral
买SD卡可以减少浪费。,neutral
喜欢旅游的建议买尼康原厂的18-35mm F3.5-4.5银广角，,neutral
它经济实惠成像也好，,positive
是很超值的广角镜头。,positive
数码单反有一个系数问题，,neutral
所以18-35在D80上面实际焦段是27-43mm觉得不够广的朋友可以考虑副厂镜头的图丽的12-24mm F4或者适马10-20。,neutral
喜欢拍人像，,neutral
或者买单反就是为了拍自己女友、老婆、家人，,neutral
比如自己的小孩的朋友可以考虑买尼康的85MM F1.8D和50MM F1.8D。,neutral
这两个都是不错的人像头，,positive
50MM的焦段折算之后是75mm比较适合在屋内拍摄，,neutral
在户外可以拍到此一游照。,neutral
85mm折算之后大概是135mm更适合户外的拍摄，,neutral
拍半身人像、特写都很好。,positive
拍半身人像、特写都很好。,positive
想旅游人像兼顾的朋友有一个方案可以考虑买一个尼康的18-135mm这个也是D80的套机镜头，,neutral
所以你购买的时候可以直接拿一个D80套机，,neutral
这个镜头的成像还算不错，,positive
适合拍风景、人像等等。,neutral
还有一个方案就是买尼康的D40X机身配DX系列镜头，,neutral
注意不是DX的镜头，,neutral
无法自动对焦。,neutral
这样选择镜头的面就窄了一些，,neutral
不过也还是有不少DX镜头可以选择，,neutral
具体的请参看前文的镜头介绍。,neutral
"新买CANON IXUS 860IS,使用感受、心得以及试机片．",neutral
首先先发点感慨．．．好机．真的是好机．．．,neutral
我买的是银色外观黑色镜头的那款．,neutral
价格在２７ＸＸ元（ＸＸ小于５０～～～）．,neutral
我所在的城市和其他的大城市不能比啊．．．,neutral
价格，,neutral
差不多就得了．,neutral
我个人觉得犯不上为了１００－２００的差价弄个网购．．．,neutral
都不够时间折腾呢．,neutral
呵呵．,neutral
另外在ＪＳ那又买了个电池，,neutral
ＪＳ声称为原厂电池，,neutral
价１４０元（ＮＢ－５Ｌ），,neutral
但是根据我个人观察，,neutral
觉得不象原电．．．,neutral
算了．让他们赚点吧．．．,neutral
人家也是有运营成本的．,neutral
我相中该机器的，,neutral
主要是２８ＭＭ的广角镜头，,positive
ＩＳＯ　１６００（至少ＩＳＯ　４００可用），,neutral
和ＩＳ防抖功能．,neutral
另外金属机身（应该是吧？）和３寸的屏幕也是我比较中意的地方．,positive
另外金属机身（应该是吧？）和３寸的屏幕也是我比较中意的地方．,positive
在用这个机器之前，,neutral
俺先后拥有过佳能的ＥＯＳ　３００Ｄ，３５０Ｄ，３０Ｄ．,neutral
镜头也用过Ｎ只．,neutral
虽然对ＩＳ头的感觉一般，,neutral
但是，,neutral
既然数码时代都流行防抖了，,neutral
那买小ＤＣ，,neutral
也得考虑考虑ＩＳ，,neutral
是不是？,neutral
呵呵．,neutral
佳能机器的操作风格都是大同小异的．,neutral
除了顶级的１系列．．．,neutral
（操作够复杂的，,negative
不过用起来还真顺手～～～稀饭．）,neutral
照片回放的时候，,neutral
３英寸的ＬＣＤ给人的感觉实在是太完美了．,positive
可是很多照片在机器上看起来很清晰，,positive
但是拿回家在电脑上看，,neutral
可就不是那么回事了．,neutral
还有整体的暴光度，,neutral
当ＬＣＤ屏幕的亮度调节到中间的时候，,neutral
拍摄的照片看起来都是暴光正常的．,neutral
可是在电脑上看，,neutral
就暴光不足了．,negative
现在俺的ＬＣＤ亮度设置已经调节为最暗了．,neutral
你的呢？,neutral
回放照片的时候还有一个好玩的功能，,neutral
就是机器竖拍的照片，,neutral
在机器保持横着放置的时候回放，,neutral
照片是自动翻转过来的，,neutral
把机器竖着立起来，,neutral
照片又会自动的翻转一次．,neutral
哈哈．,neutral
不过这样带来的坏处是有时候看照片会很不方便，,neutral
也会拖累机器的回放速度．,negative
这机器的重量对我来说正好，,positive
大小也正好，,positive
可以很方便的装进外套的兜里（但是容易丢．．．）．,neutral
如果是装到衬衫的兜里呢，,neutral
也不错．,neutral
但是会显得厚了一些．．．,neutral
不说了．,neutral
这机器还有好多功能我没玩明白呢．,neutral
哈哈．,neutral
去玩机了．,neutral
如果有什么后续的经验的话，,neutral
俺会在加进来的．．,neutral
个人爱用之入门机款Nikon D50也将近快一年，,neutral
在这一年中，,neutral
D50陪我拍过无数电脑产品测试文章，,neutral
一直很喜欢它的锐利度、色泽与对焦速度。,positive
一直很喜欢它的锐利度、色泽与对焦速度。,positive
一直很喜欢它的锐利度、色泽与对焦速度。,positive
不过随着2006下半年DSLR进入战国时代，,neutral
9~11点对焦、2.5寸LCD与千万象素的普及，,neutral
让小弟对于升級机身的声音开始越来越大。,neutral
照惯例，,neutral
个人依然花时间做机身选购的一些功课，,neutral
锁定购入机种主要在Nikon D80与最近Pentax刚推出的新款产品——相当火热的K10D。,neutral
D80已经推出快3个月，,neutral
网络上许多讨论与画质测试依然相当出色，,positive
功能也比D50强了不少，,positive
最重要的除了长期习惯使用Nikon系统外，,neutral
还有D50使用的三款镜头与SB800可以使用。,neutral
"K10D除了价格比D80较高一些,",negative
胜在机身质感佳，,positive
加上內建防手震等等功能，,positive
机身规格比其相近等級之Canon 30D与Nikon D80好上一些，,positive
考虑很久加上好不容易可以订到K10D，,neutral
就马上出清了Nikon配备，,neutral
准备进入Pentax世界探究一番。,neutral
Pentax K10D,neutral
优点,neutral
1.机身质感佳，,positive
金属机身皮革覆盖范围也广；,positive
2.观景窗視野非常明亮，,positive
LCD色泽与可视角表现也佳；,positive
LCD色泽与可视角表现也佳；,positive
3.照片成象色泽自然柔和，,positive
细节表現出色；,positive
4.机身按钮与功能选单，,positive
4.机身按钮与功能选单，,positive
已经有中阶级水准，,neutral
与其他厂比毫不逊色；,neutral
5.內建机身防手震功能，,positive
目前只有SONY也开放这项技术在机身上；,neutral
6.价格竞争力够，,positive
以1000美金上下的价格，,neutral
比之同級的D80/30D都拥有较高的C/P值；,neutral
缺点,neutral
1.JPG画质偏软，,negative
加锐利度1~2也沒有太大帮助；,neutral
2.自动白平衡在某些特定场合容易出錯；,negative
3.对焦速度偏慢，,negative
尤其在暗处更容易发生对不到焦的狀況；,neutral
4.细节较多，,negative
但是ISO400以上就有部份杂讯，,neutral
ISO800时更多...,neutral
5.K10D上市后，热门镜头时常缺货；,neutral
6.改成RAW之后虽然画质变好，,positive
但是档案比起別家来大许多；,neutral
虽然大家不断的在讨论，,neutral
千万象素相机需要好一些的镜头才能发挥水准，,neutral
相信此次个人使用的2款镜头也非入门等級，,neutral
何況Pentax原厂拿18-55做为K10D Kit搭配。,neutral
今天不是要求K10D跟它厂一样高ISO纯净或者高锐利度，,neutral
但在基本的锐利度表现，,negative
比起其他厂的千万像素或是所有的六百万DSLR，,neutral
都是很弱的。,neutral
测试使用JPG拍照，,neutral
压缩比有些点，,negative
档案算蛮小的。,negative
有空時会补上RAW或是LE鏡的测试。,neutral
爱之深，,neutral
责之切。,neutral
不管如何，,neutral
值最高的机身，,neutral
期待它有更好的表現，,neutral
更期待Pentax能改善一些不完善。,neutral
毋庸讳言，,neutral
S9500是一款让人“爱恨交加”的机子，,neutral
优点和缺点似乎都比较突出，,neutral
为了让已经买了的人和正在考虑买的人更了解这款机子.,neutral
1 外观专业，,positive
但是长焦是外变焦，,negative
但是长焦是外变焦，,negative
显得不好看,neutral
2 耗电还可以500w状态下，,neutral
不用闪光灯，,neutral
我拍了1500张 充了3次电,neutral
我的是2200ma的三菱,neutral
3 长焦端没有防震,negative
用了不爽,neutral
夜景是要角架支持才能出好片，,neutral
不过如果用手持,neutral
